word
legal
lemon
lend
let
level
lid
lift
limit
link
list
livingroom
load
loan
local
locate
lock
log
loose
lose
loss
lot
loud
machine
magazine
magic
main
maintain
major (majority)
male
manage
manner
manufacture
mark
marvel
mask
mass
master
match
mate
mathematics / maths /
matter (material)
maximum
maybe
meal
mean
measure
medical
medicine
melon
melt
mental
mention
menu
mess
message
metal
method
microwave
military
mill
minor
minute
mirror
mission
mix
modern
moment
monitor
mood
moral
moreover
motion
motor
mount
mud
muscle
museum
mushroom
mystery
nail
narrow
native
navy
neat
necessary
neither
nerve (nervous)
nest
net
noise
none
noon
nor
notice
nowadays
nowhere
nut
oak
object (objective)
observe
obvious
occasion
occur (occurrence)
ocean
odd
offer
officer
once
opera
operate
opinion
oppose
order (disorder)
ordinary
other
otherwise
ought
oven
overall
own
pack
pain
pair
palace
pan
panic
parade
paragraph
pardon
particular (particularly)
past
path
patient
pattern
pause
peace (peaceful)
pear
pepper
per
perfect
perform
perhaps
period
person (personality)
pet
physical
picnic
pie
piece
pile
pin
pine
pipe
pitch
pity
plain
plane
planet
plant
plate
plenty
plus
pocket
poem
poet
poison
pole (polar)
policy
polite
politics
pollute
pool
pop
popular
pork
port
possess
possible
post (poster)
pot
potential
pour
powder
practical
pray
prefer
pregnant
prepare
presence
press
pretend
prevent
previous
price
pride
prime (primary)
principle
prison
privacy
private
prize
probable (probably)
proceed (procedure)
process
produce
profession
profit
program / programme
progress
promise
promote
pronounce
proper
property
propose
protect
protest
proud
prove
provide
pub
public
pull
pump
punch
punish
purchase
pure
purple
purpose
puzzle
quality (qualify)
quarter
quit
quite
quote
rail
rainbow
raise
range
rapid
rare
rat
rate
rather
reach
react
real (realize / realise)
reason (reasonable)
receive (reception)
recent
recipe
recognize
recommend
record
recover
reduce
refer
reflect
refuse
regard
region
register
regular
"relate (relative,"
relax
release
relief
rely
remain
remark
remind
remove
rent
repair
repeat
replace
reply
report
represent
request
require
research
reserve
resist
resource
respect (respective)
respond
responsible
rest
result
retire
rice
ride
rise
risk
rob
rocket
role
roll (enroll / enrol)
roof
root
rope
rough
round
route
row
royal
rub (rubber)
rude
ruin
rule
rush
sail
salary
sample
satisfy
sauce
scale
scare
scarf
scene
schedule
scratch
scream
screen
seal
search
seat
secret
secretary
section
secure
seed
seek
seem
select
self
senior
sense (sensation)
sentence
separate
series
serious
serve
session
settle
several
sew
sex
shade
shadow
shake
shall
shame
shape
share
sharp
shave
sheep
sheet
shelf
shell
shelter
shift
shine
shock
shoot
shore
shoulder
shout
shower
shut
sight
sign (significant)
silly
silver
similar
simple
since
single
sink
site
situate (situation)
skill
slave
slide
slight
slip
smart
smash
smoke
smooth
snack
snake
snap
social
society
soil
soldier
solid
solve
somewhat
soon
sore
sort
soul
sour
source
spare
species (special)
specific
speech
spell
spend
spin
spirit
spoil
sponsor
spot
spray
spread
spy
square
stable
stage
stairs
stamp
standard
stare
state
station
steady
steal
steam
steel
step
stick
still
stir
stock
stomach
storm
straight
strange
strategy
strawberry
stream
stress
stretch
strike
string
structure
struggle
studio
stuff
subject (subjective)
succeed
success
such
sudden
suffer
suggest
suit
sum (summary)
super
supper
supply
support
suppose
surface
surprise
surround
survey
survive
suspect
swallow
sweater
sweep
sweet
swing
switch
system
tale
tank
tap
target
tax
tea
tear
technology
teenage
telephone / phone
temperature
tend
tense
term
terrible
text
then
theory
therefore
thick
thief
thin
though
thousand
threat
throat
through
throw
thus
tide (tidy)
tie
tight
till
tin
tiny
tip
title (entitle)
toast
toe
toilet
tone
tongue
tool
topic
total
tough
tour
towel
tower
trace
trade
tradition
traffic
transfer
transport
trap
tray
treat
triangle
trick
trouble
trunk
trust
truth
tune
twin
twist
uniform
unit
unite (union)
university
unless
until
upon
upper
upset
valley
value
van
various
vary
vehicle
version
victim
"view (interview, review)"
villa
village
violent
vision
volume
volunteer
vote
wage
warn
waste
wave
weak
weapon
weigh
whale
wheel
whether
which
while
whisper
whistle
whole
wide
wild
wing
wipe
wire
wise
within
without
wonder
wool
worth
would
wound
wrap
yell
yet
zebra
zero
